document_id,year,paper,document_type,source_text_file,extraction_quality,question_number,subquestion,marks,marks_all_found,question_text,question_char_count,segment_index,segmentation_status,question_id,topic,subtopic,mapping_method,rule_id,mapping_confidence,taxonomy_version
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,3.0,3.8,20.0,"[2, 20]","3.8 Calculate the size of LPS. (2)

[20]

Copyright reserved Please turn over

Mathematics/P2 6 DBE/November 2023
NSC",117.0,8.0,ok,2023_nov_p2_exam_maths__Q3__3.8,Analytical Geometry,Distance / midpoint / gradient,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,4.0,4.2,4.0,[4],"4.2 E(6 ; 2) is the midpoint of DF. Determine the coordinates of F. Q)
43 Determine the equation of the common tangent, DF, in the form y=mx+tc. (4)
44 Calculate the value of t. Show ALL working. @G)",199.0,2.0,ok,2023_nov_p2_exam_maths__Q4__4.2,Analytical Geometry,Distance / midpoint / gradient,rule,anageo,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,4.0,4.5,4.0,[4],4.5 Determine the equation of the larger circle in the form ax’ +by’ +ext+dy+e=0. (4),85.0,3.0,ok,2023_nov_p2_exam_maths__Q4__4.5,Analytical Geometry,Distance / midpoint / gradient,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,4.0,4.6,,[],"4.6 The smaller circle must be translated by & units along the x-axis to touch the larger

circle internally. Calculate the possible values of k. an

Copyright reserved Please turn over

Mathematics/P2 7 DBE/November 2023
NSC",225.0,4.0,ok,2023_nov_p2_exam_maths__Q4__4.6,Functions & Graphs,Graph interpretation,rule,fn,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1.1,,[],5.1.1 cos B G3),15.0,2.0,ok,2023_nov_p2_exam_maths__Q5__5.1.1,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.1.2,,[],5.1.2 sin 2p QB),16.0,3.0,ok,2023_nov_p2_exam_maths__Q5__5.1.2,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.13,,[],"5.13 cos(450°— #) 3)
. cos’ x +sin? x.cos” x",44.0,4.0,ok,2023_nov_p2_exam_maths__Q5__5.13,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2,,[],"5.2 Given; —————_
1+sinx
cos’ x+sin’ x.cos” x .",47.0,5.0,ok,2023_nov_p2_exam_maths__Q5__5.2,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.1,4.0,[4],"5.2.1 Prove that —————-—_ = 1-sinx 4
1+sinx (4)",47.0,6.0,ok,2023_nov_p2_exam_maths__Q5__5.2.1,Trigonometry,Equations,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.2,2.0,[2],"5.2.2 For what value(s) of x in the interval x €[0° ; 360°] is
cos’ x+sin? x.cos” x
l+sinx undefined? (2)",105.0,7.0,ok,2023_nov_p2_exam_maths__Q5__5.2.2,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.2.3,2.0,[2],"5.2.3 Write down the minimum value of the function defined by
_ cos’ x+sin” x.cos” x
l+sinx (2)",95.0,8.0,ok,2023_nov_p2_exam_maths__Q5__5.2.3,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.3,,[],5.3 Given: cos(A —B) = cosAcosB + sinAsinB,42.0,9.0,ok,2023_nov_p2_exam_maths__Q5__5.3,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.3.1,3.0,[3],5.3.1 Use the above identity to deduce that sin(A — B) = sinAcosB — cosAsinB (3),80.0,10.0,ok,2023_nov_p2_exam_maths__Q5__5.3.1,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.3.2,5.0,[5],"5.3.2 Hence, or otherwise, determine the general solution of the equation
sin 48° cos x — cos 48° sin x = cos 2x (5)
sin3x+sin",126.0,11.0,ok,2023_nov_p2_exam_maths__Q5__5.3.2,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,5.0,5.4,6.0,[6],"5.4 Simplify — to a single trigonometric ratio.
cos2x+1 (6)

[31]

Copyright reserved Please turn over

Mathematics/P2 , 8 DBE/November 2023
NSC",144.0,12.0,ok,2023_nov_p2_exam_maths__Q5__5.4,Trigonometry,Equations,rule,trig,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.2,2.0,[2],6.2 Determine the range of g in the interval x € [0° ; 180°]. (2),65.0,2.0,ok,2023_nov_p2_exam_maths__Q6__6.2,Functions & Graphs,Graph interpretation,rule,fn,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3,,[],"6.3 Determine the values of x, in the interval x € [0° ; 180°], for which:",74.0,3.0,ok,2023_nov_p2_exam_maths__Q6__6.3,Functions & Graphs,Graph interpretation,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3.1,2.0,[2],6.3.1 f (x).g(x)>0 (2),22.0,4.0,ok,2023_nov_p2_exam_maths__Q6__6.3.1,Functions & Graphs,Graph interpretation,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.3.2,2.0,[2],6.3.2 J (x)+150 (2),19.0,5.0,ok,2023_nov_p2_exam_maths__Q6__6.3.2,Functions & Graphs,Graph interpretation,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.4,3.0,[3],"6.4 Another graph p is defined as p(x) =—f (x). D(k;~-1) lies on p. Determine the

value(s) of & in the interval x € [0° ; 180°]. (3)",133.0,6.0,ok,2023_nov_p2_exam_maths__Q6__6.4,Functions & Graphs,Graph interpretation,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,6.0,6.5,12.0,"[2, 12]","6.5 Graph h is obtained when g is translated 45° to the left. Determine the equation

of h. Write your answer in its simplest form. (2)

[12]

Copyright reserved Please turn over

Mathematics/P2 9 DBE/November 2023
NSC",218.0,7.0,ok,2023_nov_p2_exam_maths__Q6__6.5,Functions & Graphs,Graph interpretation,rule,fn,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.2,5.0,[5],"8.2 In the diagram, O is the centre of the circle and ABCD is a cyclic quadrilateral.
OB and OD are drawn.

A

If 0, =4x+100° and C=x+34° , calculate, giving reasons, the size of x. (5)

Copyright reserved Please turn over

Mathematics/P2 ll DBE/November 2023
NSC",263.0,2.0,ok,2023_nov_p2_exam_maths__Q8__8.2,Euclidean Geometry,Circle geometry,rule,euclid,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.3,,[],"8.3 In the diagram, O is the centre of the larger circle. OB is a diameter of the smaller
circle. Chord AB of the larger circle intersects the smaller circle at M and B.

A B",174.0,3.0,ok,2023_nov_p2_exam_maths__Q8__8.3,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.3.1,2.0,[2],8.3.1 Write down the size of OMB. Provide a reason. (2),55.0,4.0,ok,2023_nov_p2_exam_maths__Q8__8.3.1,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,8.0,8.3.2,16.0,[16],"8.3.2 If AB=~7300 units and OM=5 units, calculate, giving reasons, the
length of OB. 4)
[16]

Copyright reserved Please turn over

Mathematics/P2 12 DBE/November 2023
NSC",170.0,5.0,ok,2023_nov_p2_exam_maths__Q8__8.3.2,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.2,3.0,[3],"9.2 Prove, with reasons, that AEDF ||| AEAB. (3)",48.0,2.0,ok,2023_nov_p2_exam_maths__Q9__9.2,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,9.0,9.3,6.0,[6],"9.3 Calculate, with reasons, the length of FC. (6)

19]

Copyright reserved Please turn over

Mathematics/P2 13 DBE/November 2023
NSC",133.0,3.0,ok,2023_nov_p2_exam_maths__Q9__9.3,Euclidean Geometry,Circle geometry,context_inherit,inherit_prev_subq,medium,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.2,4.0,[4],10.2 SMRC isa cyclic quadrilateral (4),38.0,2.0,ok,2023_nov_p2_exam_maths__Q10__10.2,Euclidean Geometry,Circle geometry,rule,euclid,high,v1.2
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.3,15.0,"[6, 15]","10.3 RP is a tangent to the circle passing through P, S and A at P (6)
[15]

TOTAL: 150

Copyright reserved

Mathematics/P2 DBE/November 2023
NSC
INFORMATION SHEET
xe —b+vb? —4ac
2a
A=P(l+ni) A= P(-ni) A= P(1-i)"" A=P(+i)""
T,=a+(n-l)d S, =F bat(n-dd]

~A
i]

T =ar™ Ss _ alr” -1) sr#l 4s -ler<l
1

"" n

pa 2+i""=1

t

fa+h)-f@
h

d= (x, -x,) +e -yy

S'(x)= lim
hoo

y=mx+e

(x -a) +(y-bf =r?
a _ 5b _¢

snA sinB sinC

a =b* +c? —2be.cos A

In AABC:

area AABC = 5a. sinC
sin (@ + B) =sina.cos § +cosa.sin B
cos(@ + £)=cosa.cos f —sina.sin B

cos’ a —sin? @

cos2@ =41-2sin? a

2cos’ a—-1
*
x _ i=l
n

n(A)
P(A)=——

nS)
ypratbhx

Copyright reserved

y-y, =m(x-%,)

l-r

MX Vit Vo
;

ea"")

m= 22 m=tan0
XX

sin(a— £) =sina.cos B—cosa.sin B

cos (a — f)=cosa.cos B+ sina.sin 8

sin 2a = 2sin a.cos a

YG, -¥""
o-
n

P(A ot B) = P(A) + P(B) — P(A and B)

p= UY)
Si@-xY",861.0,3.0,ok,2023_nov_p2_exam_maths__Q10__10.3,Trigonometry,Equations,rule,trig,high,v1.2
