year,paper,question_number,question_title,topic,subquestion_ref,error_text,error_class,cross_topic,diagram_assumption,notation_subtype,source_section,source,raw_char_count,cleaned_char_count,mojibake_cleaned,suggestion_text
2016,P1,5,FUNCTIONS (PARABOLA AND HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,255,251,True,"More time must be spent on the meaning of inequalities, what they represent and also how to write a domain or range in the correct notation. This includes the emphasis on interval notation and using the inequality signs to represent the same interval."
2016,P1,5,FUNCTIONS (PARABOLA AND HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,246,243,True,"Learners need to understand what the derivative of a function actually is and how to answer interpretative questions based on the derivative, the function and a combination of these two. 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 158"
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,"The candidates did not indicate the intercepts on the axes for the straight line graph, nor did they draw the graph with a ruler. Many responses for the straight line graph were given as curved functions.",general,False,False,,errors,DBE diagnostic,207,204,True,
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,"Many candidates were unable to draw the log graph correctly. Whilst they used their calculators to determine points to plot, they consequently drew the following wrong graph: x y g 1 0",general,False,False,,errors,DBE diagnostic,188,184,True,
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,Candidates are more familiar with being given the exponential function and asked to determine the inverse of this function rather than being given the logarithmic function and to determine its inverse. Common errors in candidate’s answers were: 2 log log2 x y y x or 2 2 log x y y x or x y y x 2 log2,general,False,False,,errors,DBE diagnostic,321,300,True,
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,6.1;6.2,"Many candidates failed to make the connection between Q6.1 and Q6.2 in determining the solution to this question. This, once again, illustrated the diႈculty candidates have in obtaining a solution graphically. Candidates also struggled to explain their solution in mathematical language. They did not use the correct terminology of reÀection, translation about a line and determining the point of intersection.",procedural,False,False,,errors,DBE diagnostic,417,410,True,
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,103,101,True,Teachers should spend enough time on graphs in Grade 11 to ensure that basic concepts are understood.
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,103,102,True,Transformations (speci¿cally symmetry and reÀection) should be tested regularly in the graphs section.
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,137,135,True,"Do not use the calculator as the main teaching tool to sketch graphs. Instead, the focus should be on the critical values on the graph."
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,81,80,True,Pay attention to linking the shape of the graph to the equation of the function.
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,192,189,True,"Emphasise the properties of functions such as: intercepts with the axes, axes of symmetry, asymptotes, 159 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT turning points and concavity."
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,387,382,True,Inverses of all graphs need to be considered and learners should be taught to comfortably interchange between the original and the inverse and vice-versa. Learners must be able to comfortably interchange between an exponential and logarithmic function as well as the logarithmic function and the exponential function. This also applies to the inverse of a parabola and the parabola.
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,124,122,True,Learners need to be taught to explain the mathematical manipulations. Informal assessments open up opportunities for this.
2016,P1,6,FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION),FUNC,,,,,,,suggestions,DBE diagnostic,214,211,True,Expose learners to a number of ways that functions can be tested. Analysis of functions need to be such that there is an understanding of the meaning of certain calculations and not just the basics of functions.
2016,P1,7,FINANCE,FIN,,"Many candidates made mistakes in calculating the number of months,n. Common incorrect values were n = 1 and n = 3. Some even used n = 12, 24, etc. as if they converted years to months. The fact that candidates used the wrong number of months also indicates that they did not realise that there is always a one month “gap” before the ¿rst instalment on the loan is paid.",procedural,False,False,,errors,DBE diagnostic,376,369,True,
2016,P1,7,FINANCE,FIN,,"Many candidates could not calculate the value of i correctly. Some used or 15 ,0 i 46 15 ,0 i , etc.",general,False,False,,errors,DBE diagnostic,110,100,True,
2016,P1,7,FINANCE,FIN,7.1;7.2,Candidates treated Q7.1 and Q7.2 independently from each other. Many did not realise that the questions followed on from each other.,general,False,False,,errors,DBE diagnostic,135,132,True,
2016,P1,7,FINANCE,FIN,,Candidates were unable to manipulate the equation correctly to calculate n. Many candidates ended up with the log of a negative number but then just got rid of the negative number to arrive at an answer on their calculators.,general,False,False,,errors,DBE diagnostic,228,224,True,
2016,P1,7,FINANCE,FIN,,"Some candidates did not realise that an answer of n = 35,42 meant that there would be 36 instalments that would need to be paid (35 instalments of R9 000 and 1 less than R9 000). 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 160",general,False,False,,errors,DBE diagnostic,238,235,True,
2016,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,170,168,True,Spend time teaching learners to interrogate what they are doing. Finance should be taught with more insight. It is not merely the substitution of values into a formula.
2016,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,249,246,True,Teach the correct use of calculators in order to prevent step-by-step answers which result in inaccurate ¿nal answers. It should be standard practice in the classroom for learners to round correctly to two decimal places in Financial Mathematics.
2016,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,159,155,True,Basic algebraic rules such as multiplication and exponential laws should be taught properly in earlier grades and revised continuously in Grades 11 and 12.
2016,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,464,457,True,"Remind learners that they must also count the ¿rst payment when calculating the total number of payments. In this question, learners would have been able to determine the correct n if calculated as 48 – 13 +1 = 36, asa payment was made in the 13th month as well. It is important to use a timeline to show learners when the payments will be made, especially referring to deferred payments. The timeline shows the learners how many payments will be ‘skipped’."
2016,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,320,317,True,Teachers should reinforce when to use the future or present value formula. Learners should do many examples in context in order to deepen their understanding of the diႇerent problems as well as the language associated with ¿nancial questions. Teachers should use the correct language in class and in assessment tasks.
2016,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,269,264,True,Deferred payments are part of the syllabus and must be taught. Not all textbooks cover this concept and some textbooks show this topic as extension or non-examinable. Teachers must use a wide range of resources to enhance the learners’ experience in the classroom.
2016,P1,8,CALCULUS,CALC,,"Although ¿rst principles are taught and reiterated in class, candidates still had a problem with notation in this question. The following errors keep occurring:",notation,False,False,,errors,DBE diagnostic,162,160,True,
2016,P1,8,CALCULUS,CALC,,"Algebraic errors such as incorrect expansion, adding unlike terms and changing of signs in multiplication. (ii) Incorrect use of the formula as well as notational mistakes. (iii) Omitting the factorisation step of the working.",notation,False,False,,errors,DBE diagnostic,230,226,True,
2016,P1,8,CALCULUS,CALC,8.2,Candidates were unable to determine the function used in Q8.2 and the corresponding a-value.,general,False,False,,errors,DBE diagnostic,95,92,True,
2016,P1,8,CALCULUS,CALC,8.3,"In Q8.3, some candidates got rid of the square root in the ¿rst term by simply squaring the term, not realizing that they are not just re-writing but changing the function they are working with. Notation in 161 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT this question was a problem as candidates gave the derivative as dy dx .",notation,False,False,,errors,DBE diagnostic,341,336,True,
2016,P1,8,CALCULUS,CALC,8.4,Q8.4 was well attempted by candidates but they did not execute the algebraic manipulation correctly.,general,False,False,,errors,DBE diagnostic,102,100,True,
2016,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,316,292,True,Teachers should stress the importance of correct notation when answering a ¿rst principles question. It seems as if learners handled this question better when they simpli¿ed x f h x f   or even the fraction h x f h x f   ¿rst and then applied the limit as h o 0 to the simpli¿ed fraction.
2016,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,108,106,True,Basic algebraic manipulation in earlier grades should be taught properly and revised on an on-going basis.
2016,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,344,340,True,"The drill and practise exercises for determining the derivative from ¿rst principles and applying the rules of diႇerentiation are necessary. The original function must be in the diႇerentiable form (that is, in terms of where one can correctly identify the coeႈcient, variable and exponent) before the rules of diႇerentiation can be applied."
2016,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,80,79,True,Fractions and exponential laws should be emphasised when working with Calculus.
2016,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,90,89,True,The language of Calculus must be taught and used correctly in the classroom at all times.
2016,P1,9,CALCULUS (,CALC,,Candidates did not realise that the stationary points are the turning points of the function.,general,False,False,,errors,DBE diagnostic,94,93,True,
2016,P1,9,CALCULUS (,CALC,,The concept of concavity and the interval for which a function is concave up or concave down on is not understood well by candidates.,conceptual,False,False,,errors,DBE diagnostic,135,133,True,
2016,P1,9,CALCULUS (,CALC,,Candidates had problems representing the interval for which the function was increasing.,general,False,False,,errors,DBE diagnostic,89,88,True,
2016,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,436,429,True,"In teaching any function, teachers should expose learners to all aspects of the function. This includes sketching, interpretation of the equation and the graph, as well as ¿nding the equation from given information and transformations. The teaching should also include concepts such as roots, points of intersection, intervals where graphs are relative to one another under a given condition, gradients and equations of tangents."
2016,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,159,149,True,"Learners should be taught to distinguish between the function and its gradient, in other words, the diႇerence between the meanings of x f x f c and ."
2016,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,272,268,True,"Expose learners to higher order thinking questions and interpretation of graphs. Initially teachers should assist learners in understanding what is being asked, what it looks like on the picture and which x-values are relevant to the interval required in the solution."
2016,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,480,467,True,"Teachers must be aware that concavity of functions is explicitly mentioned in CAPS. It is important 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 162 for teachers to discuss the concepts of concave up, concave down and the intervals for which these occur. The concavity of a graph should also be linked to the second derivative. If a function is concave up on an interval then 0 ) ( ! cc x f and if a function is concave down on an interval then 0 ) ( cc x f ."
2016,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,323,313,True,"In a cubic graph, the concavity always changes at the point of inÀection. This, however, is not true for all functions, for example 4 x x f . It is therefore necessary that learners must demonstrate the diႇerence in concavity on either side of the point of inÀection (the change of sign in the second derivative)."
2016,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,305,301,True,"The cubic function in relation to its ¿rst and second derivatives or the quadratic function in relation to its ¿rst derivative needs to be taught with great insight. Learners who understood the connection between the function, the ¿rst derivative and the second derivative answered this question well."
2016,P1,10,CALCULUS (APPLICATION),CALC,10.3,"Many candidates did not see the connections amongst rate of change,gradient and derivative. Hence, in Q10.3, it was evident that candidates did not link maximum rateof change to the second derivative being equal to zero.",general,False,False,,errors,DBE diagnostic,224,220,True,
2016,P1,10,CALCULUS (APPLICATION),CALC,10.2,"Many candidates determined M/(t), equated it to zero and then solved for t, as is often required in optimisation questions and not realising that this was not the question in this case in Q10.2.",general,False,False,,errors,DBE diagnostic,196,194,True,
2016,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,71,70,True,Learners should be exposed to the integration of topics across papers.
2016,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,86,85,True,More emphasis needs to be placed on ‘rates of change’ and what is meant by this term.
2016,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,191,188,True,The section on measurement/mensuration is taught in Grade 10 and revision should take place in Grades 11 and 12. Make use of models/teaching aids to assist in the teaching of this section.
2016,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,100,99,True,Expose learners to examples where they have to diႇerentiate with respect to variables other than x.
2016,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,294,290,True,This section of Calculus is often taught towards the end of the year and therefore learners do not get enough opportunity to practise. Teachers should ensure that there is enough time for learners to understand the application fully. 163 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT
2016,P1,11,PROBABILITY,PROB,11.2,Candidates were unable to explain their understanding in Q11.2. They often contradicted themselves in their answer.,general,False,False,,errors,DBE diagnostic,118,115,True,
2016,P1,11,PROBABILITY,PROB,11.3.2,Candidates assumed that the events in Q11.3.2 were independent and used this in their calculations.,general,False,True,,errors,DBE diagnostic,102,99,True,
2016,P1,11,PROBABILITY,PROB,,,,,,,suggestions,DBE diagnostic,488,400,True,The terminology needs to be explained in greater depth. Terminology Meaning Rule Mutually exclusive Events that cannot take place at the same time. There is NO intersection between the events on a Venn diagram x B P A P B A P  or x 0 and B A P Independent events The outcome of the first event does NOT influence the outcome of the second event x B P A P B A P u and x B P A P B A P  or ± B A P and
2016,P1,12,COUNTING PRINCIPLE,PROB,,The language in this question could have been a barrier to the candidates.,general,False,False,,errors,DBE diagnostic,77,74,True,
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,203,200,True,"The section on the Fundamental Counting Principle needs to be taught as clearly and simply as possible, steering away from formulaebut rather just reasoning out scenarios, using diagrams where needed."
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,237,231,True,"In some cases, teachers still need assistance to improve their own content knowledge in probability. Follow-up workshops for this purpose in the coming year could help in this regard. 11.5 OVERVIEW OF LEARNER PERFORMANCE IN PAPER 2"
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,286,281,True,"It was pleasing to note that there were fewer candidates who did not attempt certain questions. As there was opportunity for candidates to score marks in every question, this translated into better performance in this paper. 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 164"
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,202,198,True,"The Level 4 questions were really challenging. However, many candidates attempted to ¿nd solutions to these questions. This is very encouraging as it shows that candidates do enjoy being challenged."
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,360,355,True,"Some topics are still posing a challenge. Overall, it would seem that the abstract nature of Trigonometry is seen as a deterrent for candidates to engage with this section. The response to Euclidean Geometry is mixed: whereas some candidates are able to attempt this section with a degree of competence other candidates are not attempting these questions."
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,149,144,True,The integration of topics proved to be a challenge to many candidates. It must be understood that Mathematics cannot be studied in compartments.
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,547,541,True,It is evident that many of the errors made by candidates in answering this paper have their origins in a poor understanding of the basics and foundational competencies taught in the earlier grades. These include:the inability to make the relationship between angle of inclination and gradient; a lack of knowledge that a trigonometric ratio is equal to some numeric value;the poor recall of reduction formulae and trigonometric identities; the inability to relate angles in a diagram and the inability to provide justi¿cation for statements.
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,217,214,True,"Candidates struggled with concepts in the curriculum that required deeper conceptual understanding. Questions where candidates had to interpret information or provide justi¿cation, presented the greatest challenge."
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,281,275,True,"A number of candidates lacked the necessary insight to deal with questions based on compound angles, interpretative questions on trigonometric functions and complex questions in Euclidean Geometry. Many candidates did not answer Question 10 or they made a poor attempt at it."
2016,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,1637,1619,True,"In general, candidates need to exercise caution with algebraic manipulation skills since overlooking certain basic principles or practices results in the unnecessary loss of marks. Although the calculator is an eႇective and necessary tool in Mathematics, learners appear to believe that the calculator provides the answer to all their problems. Some candidates need to realise that conceptual development and algebraic manipulation are often impeded as a result of the dependence on the calculator. 165 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 11.5. DIAGNOSTIC QUESTION ANALYSIS FOR PAPER 2 The following graph was based on data from a random sample of candidates. While this graph might not accurately reÀect national averages, it is useful in assessing the relative degrees of challenge of each question as experienced by candidates. &igure 11.6. Average percentage performance per quesƟon for Paper 2 Q1 Data Handling Q2 Data Handling Q3 ŶĂůǇƟĐĂů'ĞŽŵĞƚƌǇ Q4 ŶĂůǇƟĐĂů'ĞŽŵĞƚƌǇ Q5 Trigonometry Q6 Trigonometry Q7 Trigonometry Q8 Euclidean Geometry Q9 Euclidean Geometry Q10 Euclidean Geometry &igure 11.6.2 Average percentage performance per sub-quesƟon for Paper 2 49 78 81 82 49 46 57 76 64 38 30 96 68 69 69 73 26 61 10 74 97 81 58 73 13 39 52 71 51 34 21 49 27 38 56 59 68 28 51 30 42 31 0 20 40 60 80 100 120 1.1 1.2 1.3 1.4 1.5 2.1 2.2 2.3 2.4 2.5 2.6 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 4.1 4.2 4.3 4.4 5.1 5.2 5.3 5.4 6.1 6.2 6.3 6.4 7.1 7.2 7.3 8.1 8.2 9.1 9.2 9.3 9.4 10.1 10.2 "
2016,P2,1,DATA HANDLING,STAT,1.1,"In Q1.1, many candidates could correctly comment on the strength of the relationship. Others merely stated the trend of the data but this was not required. Some associated the negative slope of the data as having a weak relationship between the variables.",general,False,False,,errors,DBE diagnostic,261,255,True,
2016,P2,1,DATA HANDLING,STAT,,A large number of the candidates were able to calculate the correlation coeႈcient. Many candidates rounded the answer incorrectly. Some omitted the negative sign in the answer.,procedural,False,False,,errors,DBE diagnostic,180,176,True,
2016,P2,1,DATA HANDLING,STAT,1.4,"In Q1.4, many candidates were able to calculate the values of a and b correctly but then interchanged these values in the equation y = a + bx. They confused the form of the least squares equation with that of a straight line y = ax + b. Again, a fair number of candidates made errors when rounding.",general,False,False,,errors,DBE diagnostic,303,298,True,
2016,P2,1,DATA HANDLING,STAT,1.4,"In the main, many candidates were able to answer Q1.4 correctly. Some substituted 6 for y instead of x. They did not realise that the 6km mentioned related to the x-variable.",procedural,False,False,,errors,DBE diagnostic,178,174,True,
2016,P2,1,DATA HANDLING,STAT,,"Many candidates are still unable to draw the least squares regression line. Instead, they drew the line of best ¿t. It would seem that candidates cannot relate the least squares equation to the least squares regression line. Some candidates drew a frequency polygon or even a bar graph.",general,False,False,,errors,DBE diagnostic,291,286,True,
2016,P2,1,DATA HANDLING,STAT,,,,,,,suggestions,DBE diagnostic,239,233,True,Data Handlingis a section of work in which learners can score maximum marks. A concerted eႇort should therefore be made to ensure that learners understand this topic. It should not be relegated to a rushed job at the end of the year.
2016,P2,1,DATA HANDLING,STAT,,,,,,,suggestions,DBE diagnostic,178,175,True,Teachers should explain the diႇerent concepts that learners will encounter in this topic. Poor understanding of these concepts is a contributing factor to learners’ confusion.
2016,P2,1,DATA HANDLING,STAT,,,,,,,suggestions,DBE diagnostic,398,392,True,The use of the calculator should be taught through demonstration. A calculator emulator is a useful tool for demonstrating the use of a calculator. Learners should be given multiple opportunities to then practice these skills. Learners need to be made aware that the operation procedure varies from one brand of calculator to the next. It is in their interest to use the same brand regularly.
2016,P2,1,DATA HANDLING,STAT,,,,,,,suggestions,DBE diagnostic,175,171,True,Learners should know the diႇerence between trend and strength of the relationship between the variables. They are two diႇerent concepts and cannot be used interchangeably.
2016,P2,1,DATA HANDLING,STAT,,,,,,,suggestions,DBE diagnostic,626,618,True,"Teachers and learners need to be aware that there is a marked diႇerence between the line of best ¿t 167 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT and the least squares regression line. The line of best ¿t is an intuitive line whereas the least squares regression line is de¿ned by some equation. Therefore, the least squares regression line should be drawn accurately, in the same way as one would draw the graph of any other straight line. It should be noted that the point ( ) ;y x will lie on the least squares regression line. This could also be used as a reference point when drawing the required line."
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,Most candidates recognised M as the midpoint of AC. Some candidates made errors with the signs in the midpoint formula or they substituted incorrectly into the formula.,procedural,False,False,,errors,DBE diagnostic,171,168,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,3.2,"In Q3.2, the common errors were: incorrect formula, swapping the values of x and y and incorrect simpli¿cation. For example, p p p mBC 2 1 6 3 6 3 0     . Some candidates stated that the gradient of BC was 2. Whilst this was correct, it was not what the question asked. 169 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT",procedural,False,False,,errors,DBE diagnostic,342,330,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,3.3;3.4,Candidates’ lack of knowledge of the properties of a rectangle resulted in their inability to answer Q3.3 and Q3.4. They could not recall that AD was parallel to BC and hence the gradient of AD was equal to the gradient of BC. Further they did not state why AC and BD were equal in length.,general,False,False,,errors,DBE diagnostic,293,289,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,3.3,"In Q3.3, some candidates used the equation of AD and point F to determine the value of p. In this instance, they assumed that parallel lines have the same equations.",general,False,True,,errors,DBE diagnostic,168,165,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,3.4,"In Q3.4, many candidates made the assumption that F was the midpoint of BC. Whilst this was indeed the case, the assumption had to be proven before it could be used in calculating the coordinates of B.",general,False,True,,errors,DBE diagnostic,203,201,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,3.5,"Again in Q3.5, candidates failed to link the gradient of BC with that of AD. Some used 2 1 instead of 2.",procedural,False,False,,errors,DBE diagnostic,105,104,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,3.6;3.8,"A lack of knowledge of Euclidean Geometry and its integration in Analytical Geometry made Q3.6 and Q3.8 particularly challenging. Candidates could not identify the cyclic quadrilateral or quadrilateral in Q3.6. Many assumed that FOGB is a cyclic quadrilateral without ¿rst proving it. In Q3.8, many candidates answered yes without providing any motivation. Further, a number of candidates provided the reason as tan-chord theorem instead of converse tan-chord theorem. These candidates were unaware of the diႇerence between a theorem and its converse.",general,False,True,,errors,DBE diagnostic,561,551,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,"Candidates often referred to many angles as ș, without stating explicitly which angle they were referring to. This resulted in a number of angles having the same name but diႇerent values. This only served to confuse candidates even further.",general,False,False,,errors,DBE diagnostic,244,240,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,3.7,"In Q3.7, candidates used the incorrect value of r or r2. Quite often, this was as a result of ignoring the fact that DB was the diameter of the circle and not the radius. Another common error was that candidates assumed that C was the centre of the circle instead of M.",procedural,False,True,,errors,DBE diagnostic,275,269,True,
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,109,106,True,"To answer Analytical Geometry well, learners should master the properties of quadrilaterals and triangles."
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,140,137,True,Learners should be encouraged to show all the steps in the working. Continual practice should remedy the basic errors that learners make.
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,200,197,True,"Learners need to realise that when making a statement, they are in fact making a claim. Such claims must be justi¿ed. Therefore, learners must provide reasons for statements in Analytical Geometry."
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,154,151,True,Learners should refrain from making assumptions about features in a question. These need to be proved ¿rst before the results can be used in an answer.
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,318,313,True,"The diႇerent topics in Mathematics should be integrated. Learners must be able to establish the connection between Euclidean Geometry and Analytical Geometry. In this regard, it is advisable for teachers to revise the properties of triangles and quadrilaterals before commencing with teaching Analytical Geometry."
2016,P2,3,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,479,472,True,"The answers to some questions might seem trivial and learners are tempted to write down the answer only. However, there is high-powered reasoning behind this so-called trivial solution. Learners should show that they understand the high-powered reasoning in their answers and not because it happens to be so. Learners must show all their workings, especially where the answer requires more than one step of working. 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 170"
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,4.1,"Whilst many candidates were able to answer Q4.1 correctly, many provided the incorrect reason. It is evident that language is still a major challenge as some candidates used inappropriate words in their reason: chord instead of diameter and facing instead of subtends.",procedural,False,False,,errors,DBE diagnostic,273,268,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,4.2,Candidates made very basic errors in answering Q4.2. Some swapped the x and y values in the formula. A number of candidates failed to simplify correctly.,procedural,False,False,,errors,DBE diagnostic,157,153,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,4.3,"Candidates did not realise that TS was perpendicular to SR. They confused perpendicular lines with parallel lines in Q4.3. Consequently, many used the gradient of 2 5  instead of 5 2 in their calculations.",general,False,False,,errors,DBE diagnostic,210,206,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,4.4.1,"In Q4.4.1, many candidates took r instead of r2 to be 4 1 36 . A number of candidates calculated the length of TM correctly but failed to use the fact that TR = 2 TM to calculate the ¿nal answer. Other candidates calculated and substituted the coordinates of T and M into the formula but called this distance TR. Some candidates ¿rst calculated the coordinates R and then correctly calculated the length of TR. This was very time consuming method of solving a 2 mark question.",procedural,False,False,,errors,DBE diagnostic,484,476,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,4.4.2,Some candidates made incorrect substitutions into the midpoint formula when answering Q4.4.2. It is of concern that candidates simpli¿ed 2 1 6 as 3. This shows that they have little understanding of a mixed number.,procedural,False,False,,errors,DBE diagnostic,219,214,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,,A large number of candidates failed to realise that TSR was a right-angled triangle and that the question could be answered using basic trigonometric de¿nitions. A number of candidates calculated the length of ST but could go no further; others selected incorrect sides in their attempt to determine sin R. Some candidates went on to calculate the size of angle R even though this was not required.,procedural,False,False,,errors,DBE diagnostic,403,398,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,4.4.4,"In Q4.4.4, many candidates did not realise that TR was perpendicular to LK. Many assumed that TK = TR. Some started with b = 12a – 29, substituted T(3 ; 7) and concluded that LHS = RHS. They were not awarded any marks for this as it did not answer the question. Candidates had diႈculty in associating variable a as x and variable b as y in the equation.",procedural,False,True,,errors,DBE diagnostic,358,353,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,4.4.1;4.4.4;4.4.5,Many candidates struggled with this question. They did not link Q4.4.1 and Q4.4.4 with Q4.4.5. Hence they did not establish the necessary equations to answer this question. Those who managed to establish the equations were distracted by the large numbers that they encountered in their calculations. Some merely wrote down the coordinates of K without showing any working. Others used the midpoint formula on account of TK = TR.,general,False,False,,errors,DBE diagnostic,438,428,True,
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,220,217,True,"Teachers need to revise the concept of perpendicular lines and gradients, in particular that the tangent 171 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT is perpendicular to the radius at the point of contact."
2016,P2,4,ANALYTICAL GEOMETRY,AGEO,,,,,,,suggestions,DBE diagnostic,219,214,True,Learners must be taught to refrain from assuming facts that are not given. The order in which learners answer questions is important. You cannot use a result that you have not already shown to be true in an answer.
