year,question_number,question_title,error_text_raw,error_text_summary,source,qualitative_severity,topic
2016,3.0,PATTERNS,"Teachers should consult the array of diႇerent questions in sequences, as tested in the last 9 years. Contextual examples where reading is required should be emphasised. QUESTION 4: FUNCTIONS (EXPONENTIAL) With the exception of Q4.5, this question was reasonably well answered. Common errors and misconceptions",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Candidates identified the asymptote of 0, but commonly wrote the asymptote as 0 q or horizontal asymptote = 0 or just 0. Candidates who mistook this function to be a hyperbola, gave both asymptotes.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Many candidates incorrectly assumed that b = –2 in Q4.4 and did not engage in the formula obtained in Q4.3.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Q4.5 was a higher order question that involved a transformation of the graph to obtain the answer. This was poorly understood by most candidates. Suggestions for improvement,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Learners should understand the diႇerence between the equations of the various graphs.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Algebraic manipulation and theory should be an integral part of every lesson.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,ŵƉŚĂƐŝƐĞƚŚĞĚƌĂǁŝŶŐŽĨŐƌĂƉŚƐĂƐǁĞůůĂƐƚŚĞŝŶƚĞƌƉƌĞƚĂƟŽŶŽĨĨƵŶĐƟŽŶƐ͘,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,/ƚŝƐŝŵƉŽƌƚĂŶƚĨŽƌƚĞĂĐŚĞƌƐƚŽĞŵƉŚĂƐŝƐĞƚŚĂƚůĞĂƌŶĞƌƐŵƵƐƚĚŽƚŚŽƌŽƵŐŚƌĞǀŝƐŝŽŶŽĨ'ƌĂĚĞϭϭǁŽƌŬŝŶ&ƵŶĐƟŽŶƐ͘  >ĞĂƌŶĞƌƐŚĂǀĞƚŽŬŶŽǁĂŶĚƵŶĚĞƌƐƚĂŶĚƚŚĞďĂƐŝĐƐŚĂƉĞƐ͕ ƉƌŽƉĞƌƟĞƐĞƚĐ͘ ŽĨĞĂĐŚƚǇƉĞŽĨŐƌĂƉŚǀĞƌǇǁĞůůďĞĨŽƌĞ ƚŚĞǇĐĂŶŐŽŽŶƚŽŵŽƌĞĚŝĸĐƵůƚƋƵĞƐƟŽŶƐ͘,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,dŚĞ ǆĂŵŝŶĂƟŽŶ 'ƵŝĚĞůŝŶĞ ƐƉĞĐŝĮĞƐ ƚŚĂƚ͞ EĂƚƵƌĞ ŽĨ ƌŽŽƚƐ ǁŝůů ďĞ ƚĞƐƚĞĚ ŝŶ Ăůů ƚŚĞ ƉƌĞƐĐƌŝďĞĚ ĨƵŶĐƟŽŶƐ͘͟  dĞĂĐŚĞƌƐŶĞĞĚƚŽŝŶĐůƵĚĞƚŚŝƐŝŶƚŚĞŝƌƚĞĂĐŚŝŶŐŽĨ&ƵŶĐƟŽŶƐĂŶĚ'ƌĂƉŚƐ͘ ;ĞͿ dƌĂŶƐĨŽƌŵĂƟŽŶƐƐŚŽƵůĚďĞŝŶĐŽƌƉŽƌĂƚĞĚŝŶƚŽĨƵŶĐƟŽŶƐ͘ dƌĂŶƐĨŽƌŵĂƟŽŶƐƐŚŽƵůĚďĞƐĞĞŶŝŶƚŚĞůŝŐŚƚŽĨƚŚĞ ĞīĞĐƚƐŽŶƚŚĞƉĂƌĂŵĞƚĞƌƐĂ͕ ƉĂŶĚƋŝŶƚŚĞĞƋƵĂƟŽŶ͘ 157 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT QUESTION 5: FUNCTIONS (PARABOLA AND HYPERBOLA) This question was very poorly answered. Many candidates did not understand the given format of the hyperbola equation. Common errors and misconceptions,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Candidates assumed that B(2; 1) was a point on the graph in attempting toanswer Q5.1 instead of showing how the coordinates could be calculated.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Candidates struggled to give the proper inequality for the range in Q5.2. They did not recognise that point B(2; 1) had to be used.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Candidates struggled with the notation of the inequality to represent the required domain. Common errors in notation were: ) ;1 [ f  or . x 2 1 t t ,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Candidates misinterpreted the notation g(x+4) in Q5.4 and translated the graph four units to the right. Candidates also resorted to the algebraic approach and could not solve the resulting equation. As emphasised in Q4.5, there is clearly a lack of understanding in obtaining a solution from a transformed graph.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"The unusual form for the equation of the hyperbola was problematic for many candidates in this question. As a result, they confused the signs of p and t.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Candidates found diႈculty in interpreting the product inequality in Q5.6. In addition, the product involved the function f and the gradient of g. The idea that ) (x gc was always negative was misunderstood by the majority of the candidates. Suggestions for improvement",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Teachers should emphasise the properties of functions and thevarious forms of the equations that they can be represented in.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Teachers must emphasise that when proving a given expression, the given information cannot be assumed. When answering questions that start with “Show that …” or “Prove that …”, learners are required to perform the necessary calculations and show that the final answer of their working is the same as the given expression.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"More time must be spent on the meaning of inequalities, what they represent and also how to write a domain or range in the correct notation. This includes the emphasis on interval notation and using the inequality signs to represent the same interval.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Learners need to understand what the derivative of a function actually is and how to answer interpretative questions based on the derivative, the function and a combination of these two. 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 158 QUESTION 6: FUNCTIONS (STRAIGHT LINE AND EXPONENTIAL FUNCTION) Q6.1 and Q6.2 were generally better answered than Q6.3 and Q6.4. Common errors and misconceptions",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"The candidates did not indicate the intercepts on the axes for the straight line graph, nor did they draw the graph with a ruler. Many responses for the straight line graph were given as curved functions.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Many candidates were unable to draw the log graph correctly. Whilst they used their calculators to determine points to plot, they consequently drew the following wrong graph: x y g 1 0",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Candidates are more familiar with being given the exponential function and asked to determine the inverse of this function rather than being given the logarithmic function and to determine its inverse. Common errors in candidate’s answers were: 2 log log2 x y y x or 2 2 log x y y x or x y y x 2 log2,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Many candidates failed to make the connection between Q6.1 and Q6.2 in determining the solution to this question. This, once again, illustrated the diႈculty candidates have in obtaining a solution graphically. Candidates also struggled to explain their solution in mathematical language. They did not use the correct terminology of reflection, translation about a line and determining the point of intersection. Suggestions for improvement",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Teachers should spend enough time on graphs in Grade 11 to ensure that basic concepts are understood.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Transformations (specifically symmetry and reflection) should be tested regularly in the graphs section.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Do not use the calculator as the main teaching tool to sketch graphs. Instead, the focus should be on the critical values on the graph.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Pay attention to linking the shape of the graph to the equation of the function.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,"Emphasise the properties of functions such as: intercepts with the axes, axes of symmetry, asymptotes, 159 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT turning points and concavity.",,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Inverses of all graphs need to be considered and learners should be taught to comfortably interchange between the original and the inverse and vice-versa. Learners must be able to comfortably interchange between an exponential and logarithmic function as well as the logarithmic function and the exponential function. This also applies to the inverse of a parabola and the parabola.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Learners need to be taught to explain the mathematical manipulations. Informal assessments open up opportunities for this.,,DBE diagnostic,moderate_language,Sequences & Series
2016,3.0,PATTERNS,Expose learners to a number of ways that functions can be tested. Analysis of functions need to be such that there is an understanding of the meaning of certain calculations and not just the basics of functions.,,DBE diagnostic,moderate_language,Sequences & Series
2016,7.0,FINANCE,"Many candidates made mistakes in calculating the number of months,n. Common incorrect values were n = 1 and n = 3. Some even used n = 12, 24, etc. as if they converted years to months. The fact that candidates used the wrong number of months also indicates that they did not realise that there is always a one month “gap” before the first instalment on the loan is paid.",,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,"Many candidates could not calculate the value of i correctly. Some used or 15 ,0 i 46 15 ,0 i , etc.",,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,Candidates treated Q7.1 and Q7.2 independently from each other. Many did not realise that the questions followed on from each other.,,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,Candidates were unable to manipulate the equation correctly to calculate n. Many candidates ended up with the log of a negative number but then just got rid of the negative number to arrive at an answer on their calculators.,,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,"Some candidates did not realise that an answer of n = 35,42 meant that there would be 36 instalments that would need to be paid (35 instalments of R9 000 and 1 less than R9 000). 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 160 Suggestions for improvement",,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,Spend time teaching learners to interrogate what they are doing. Finance should be taught with more insight. It is not merely the substitution of values into a formula.,,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,Teach the correct use of calculators in order to prevent step-by-step answers which result in inaccurate final answers. It should be standard practice in the classroom for learners to round correctly to two decimal places in Financial Mathematics.,,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,Basic algebraic rules such as multiplication and exponential laws should be taught properly in earlier grades and revised continuously in Grades 11 and 12.,,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,"Remind learners that they must also count the first payment when calculating the total number of payments. In this question, learners would have been able to determine the correct n if calculated as 48 – 13 +1 = 36, asa payment was made in the 13th month as well. It is important to use a timeline to show learners when the payments will be made, especially referring to deferred payments. The timeline shows the learners how many payments will be ‘skipped’.",,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,Teachers should reinforce when to use the future or present value formula. Learners should do many examples in context in order to deepen their understanding of the diႇerent problems as well as the language associated with financial questions. Teachers should use the correct language in class and in assessment tasks.,,DBE diagnostic,moderate_language,Finance
2016,7.0,FINANCE,Deferred payments are part of the syllabus and must be taught. Not all textbooks cover this concept and some textbooks show this topic as extension or non-examinable. Teachers must use a wide range of resources to enhance the learners’ experience in the classroom.,,DBE diagnostic,moderate_language,Finance
2016,8.0,CALCULUS,"Although first principles are taught and reiterated in class, candidates still had a problem with notation in this question. The following errors keep occurring:",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"Algebraic errors such as incorrect expansion, adding unlike terms and changing of signs in multiplication. (ii) Incorrect use of the formula as well as notational mistakes. (iii) Omitting the factorisation step of the working.",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Candidates were unable to determine the function used in Q8.2 and the corresponding a-value.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"In Q8.3, some candidates got rid of the square root in the first term by simply squaring the term, not realizing that they are not just re-writing but changing the function they are working with. Notation in 161 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT this question was a problem as candidates gave the derivative as dy dx .",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Q8.4 was well attempted by candidates but they did not execute the algebraic manipulation correctly. Suggestions for improvement,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Teachers should stress the importance of correct notation when answering a first principles question. It seems as if learners handled this question better when they simplified x f h x f   or even the fraction h x f h x f   first and then applied the limit as h o 0 to the simplified fraction.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Basic algebraic manipulation in earlier grades should be taught properly and revised on an on-going basis.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"The drill and practise exercises for determining the derivative from first principles and applying the rules of diႇerentiation are necessary. The original function must be in the diႇerentiable form (that is, in terms of where one can correctly identify the coeႈcient, variable and exponent) before the rules of diႇerentiation can be applied.",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Fractions and exponential laws should be emphasised when working with Calculus.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,The language of Calculus must be taught and used correctly in the classroom at all times. QUESTION 9: CALCULUS (GRAPHICAL APPLICATION) This question was poorly answered except for Q9.1. Common errors and misconceptions,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Candidates did not realise that the stationary points are the turning points of the function.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,The concept of concavity and the interval for which a function is concave up or concave down on is not understood well by candidates.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Candidates had problems representing the interval for which the function was increasing. Suggestions for improvement,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"In teaching any function, teachers should expose learners to all aspects of the function. This includes sketching, interpretation of the equation and the graph, as well as finding the equation from given information and transformations. The teaching should also include concepts such as roots, points of intersection, intervals where graphs are relative to one another under a given condition, gradients and equations of tangents.",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"Learners should be taught to distinguish between the function and its gradient, in other words, the diႇerence between the meanings of x f x f c and .",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"Expose learners to higher order thinking questions and interpretation of graphs. Initially teachers should assist learners in understanding what is being asked, what it looks like on the picture and which x-values are relevant to the interval required in the solution.",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"Teachers must be aware that concavity of functions is explicitly mentioned in CAPS. It is important 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 162 for teachers to discuss the concepts of concave up, concave down and the intervals for which these occur. The concavity of a graph should also be linked to the second derivative. If a function is concave up on an interval then 0 ) ( ! cc x f and if a function is concave down on an interval then 0 ) ( cc x f .",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"In a cubic graph, the concavity always changes at the point of inflection. This, however, is not true for all functions, for example 4 x x f . It is therefore necessary that learners must demonstrate the diႇerence in concavity on either side of the point of inflection (the change of sign in the second derivative).",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"The cubic function in relation to its first and second derivatives or the quadratic function in relation to its first derivative needs to be taught with great insight. Learners who understood the connection between the function, the first derivative and the second derivative answered this question well. QUESTION 10: CALCULUS (APPLICATION) This question was well answered except for Q10.3. Common errors and misconceptions",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"Many candidates did not see the connections amongst rate of change,gradient and derivative. Hence, in Q10.3, it was evident that candidates did not link maximum rateof change to the second derivative being equal to zero.",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,"Many candidates determined M/(t), equated it to zero and then solved for t, as is often required in optimisation questions and not realising that this was not the question in this case in Q10.2. Suggestions for improvement",,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Learners should be exposed to the integration of topics across papers.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,More emphasis needs to be placed on ‘rates of change’ and what is meant by this term.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,The section on measurement/mensuration is taught in Grade 10 and revision should take place in Grades 11 and 12. Make use of models/teaching aids to assist in the teaching of this section.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,Expose learners to examples where they have to diႇerentiate with respect to variables other than x.,,DBE diagnostic,moderate_language,Calculus
2016,8.0,CALCULUS,This section of Calculus is often taught towards the end of the year and therefore learners do not get enough opportunity to practise. Teachers should ensure that there is enough time for learners to understand the application fully. 163 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT,,DBE diagnostic,moderate_language,Calculus
2016,11.0,PROBABILITY,Candidates were unable to explain their understanding in Q11.2. They often contradicted themselves in their answer.,,DBE diagnostic,moderate_language,Probability
2016,11.0,PROBABILITY,Candidates assumed that the events in Q11.3.2 were independent and used this in their calculations. Suggestions for improvement,,DBE diagnostic,moderate_language,Probability
2016,11.0,PROBABILITY,The terminology needs to be explained in greater depth. Terminology Meaning Rule Mutually exclusive Events that cannot take place at the same time. There is NO intersection between the events on a Venn diagram x B P A P B A P  or x 0 and B A P Independent events The outcome of the first event does NOT influence the outcome of the second event x B P A P B A P u and x B P A P B A P  or ± B A P and,,DBE diagnostic,moderate_language,Probability
2016,12.0,COUNTING PRINCIPLE,The language in this question could have been a barrier to the candidates. Suggestions for improvement,,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"The section on the Fundamental Counting Principle needs to be taught as clearly and simply as possible, steering away from formulaebut rather just reasoning out scenarios, using diagrams where needed.",,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"In some cases, teachers still need assistance to improve their own content knowledge in probability. Follow-up workshops for this purpose in the coming year could help in this regard. 11.5 OVERVIEW OF LEARNER PERFORMANCE IN PAPER 2",,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"It was pleasing to note that there were fewer candidates who did not attempt certain questions. As there was opportunity for candidates to score marks in every question, this translated into better performance in this paper. 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 164",,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"The Level 4 questions were really challenging. However, many candidates attempted to find solutions to these questions. This is very encouraging as it shows that candidates do enjoy being challenged.",,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"Some topics are still posing a challenge. Overall, it would seem that the abstract nature of Trigonometry is seen as a deterrent for candidates to engage with this section. The response to Euclidean Geometry is mixed: whereas some candidates are able to attempt this section with a degree of competence other candidates are not attempting these questions.",,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,The integration of topics proved to be a challenge to many candidates. It must be understood that Mathematics cannot be studied in compartments.,,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,It is evident that many of the errors made by candidates in answering this paper have their origins in a poor understanding of the basics and foundational competencies taught in the earlier grades. These include:the inability to make the relationship between angle of inclination and gradient; a lack of knowledge that a trigonometric ratio is equal to some numeric value;the poor recall of reduction formulae and trigonometric identities; the inability to relate angles in a diagram and the inability to provide justification for statements.,,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"Candidates struggled with concepts in the curriculum that required deeper conceptual understanding. Questions where candidates had to interpret information or provide justification, presented the greatest challenge.",,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"A number of candidates lacked the necessary insight to deal with questions based on compound angles, interpretative questions on trigonometric functions and complex questions in Euclidean Geometry. Many candidates did not answer Question 10 or they made a poor attempt at it.",,DBE diagnostic,moderate_language,Unknown
2016,12.0,COUNTING PRINCIPLE,"In general, candidates need to exercise caution with algebraic manipulation skills since overlooking certain basic principles or practices results in the unnecessary loss of marks. Although the calculator is an eႇective and necessary tool in Mathematics, learners appear to believe that the calculator provides the answer to all their problems. Some candidates need to realise that conceptual development and algebraic manipulation are often impeded as a result of the dependence on the calculator. 165 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 11.5. DIAGNOSTIC QUESTION ANALYSIS FOR PAPER 2 The following graph was based on data from a random sample of candidates. While this graph might not accurately reflect national averages, it is useful in assessing the relative degrees of challenge of each question as experienced by candidates. &igure 11.6. Average percentage performance per quesƟon for Paper 2 Q1 Data Handling Q2 Data Handling Q3 ŶĂůǇƟĐĂů'ĞŽŵĞƚƌǇ Q4 ŶĂůǇƟĐĂů'ĞŽŵĞƚƌǇ Q5 Trigonometry Q6 Trigonometry Q7 Trigonometry Q8 Euclidean Geometry Q9 Euclidean Geometry Q10 Euclidean Geometry &igure 11.6.2 Average percentage performance per sub-quesƟon for Paper 2 49 78 81 82 49 46 57 76 64 38 30 96 68 69 69 73 26 61 10 74 97 81 58 73 13 39 52 71 51 34 21 49 27 38 56 59 68 28 51 30 42 31 0 20 40 60 80 100 120 1.1 1.2 1.3 1.4 1.5 2.1 2.2 2.3 2.4 2.5 2.6 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 4.1 4.2 4.3 4.4 5.1 5.2 5.3 5.4 6.1 6.2 6.3 6.4 7.1 7.2 7.3 8.1 8.2 9.1 9.2 9.3 9.4 10.1 10.2 Average performance (%) Sub-questions 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 166 11.7 ANALYSIS OF LEARNER PERFORMANCE IN EACH QUESTION IN PAPER 2",,DBE diagnostic,moderate_language,Unknown
2016,1.0,DATA HANDLING,"In Q1.1, many candidates could correctly comment on the strength of the relationship. Others merely stated the trend of the data but this was not required. Some associated the negative slope of the data as having a weak relationship between the variables.",,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,A large number of the candidates were able to calculate the correlation coeႈcient. Many candidates rounded the answer incorrectly. Some omitted the negative sign in the answer.,,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,"In Q1.4, many candidates were able to calculate the values of a and b correctly but then interchanged these values in the equation y = a + bx. They confused the form of the least squares equation with that of a straight line y = ax + b. Again, a fair number of candidates made errors when rounding.",,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,"In the main, many candidates were able to answer Q1.4 correctly. Some substituted 6 for y instead of x. They did not realise that the 6km mentioned related to the x-variable.",,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,"Many candidates are still unable to draw the least squares regression line. Instead, they drew the line of best fit. It would seem that candidates cannot relate the least squares equation to the least squares regression line. Some candidates drew a frequency polygon or even a bar graph. Suggestions for improvement",,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,Data Handlingis a section of work in which learners can score maximum marks. A concerted eႇort should therefore be made to ensure that learners understand this topic. It should not be relegated to a rushed job at the end of the year.,,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,Teachers should explain the diႇerent concepts that learners will encounter in this topic. Poor understanding of these concepts is a contributing factor to learners’ confusion.,,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,The use of the calculator should be taught through demonstration. A calculator emulator is a useful tool for demonstrating the use of a calculator. Learners should be given multiple opportunities to then practice these skills. Learners need to be made aware that the operation procedure varies from one brand of calculator to the next. It is in their interest to use the same brand regularly.,,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,Learners should know the diႇerence between trend and strength of the relationship between the variables. They are two diႇerent concepts and cannot be used interchangeably.,,DBE diagnostic,moderate_language,Statistics
2016,1.0,DATA HANDLING,"Teachers and learners need to be aware that there is a marked diႇerence between the line of best fit 167 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT and the least squares regression line. The line of best fit is an intuitive line whereas the least squares regression line is defined by some equation. Therefore, the least squares regression line should be drawn accurately, in the same way as one would draw the graph of any other straight line. It should be noted that the point ( ) ;y x will lie on the least squares regression line. This could also be used as a reference point when drawing the required line.",,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,Q2.1 was very poorly answered by most candidates. They had no idea of the concept of skewness in the context of a histogram. Many guessed the answer.,,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,"Many candidates did not read this question carefully and just rushed into answering Q2.2. Instead of using the maximum and minimum values given in the introduction, they used the values from the histogram to calculate the range. A number of candidates gave the answer as 2,3 – 1,3 = 1 and a fair number of candidates gave the answer as the diႇerence between the maximum and minimum frequencies, i.e. 71 – 4 = 67. Some confused range in Statistics with range in Functions.",,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,Whilst some candidates were able to complete the cumulative frequency table correctly whilst others had no idea how to do this. These candidates were unable to link the number of learners in the histogram with the frequencies in the table. Some candidates were under the impression that frequency and cumulative frequency meant the same thing.,,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,Candidates who could not complete the cumulative frequency table were unable to answer Q2.4. It was disappointing to note that a number of candidates are still unable to draw an ogive correctly. A large number of them are still plotting against either the midpoint or lower boundary of the class intervals. They are also not grounding the ogive at the lower boundary of the first class interval. Many are using a ruler to join the points rather than drawing a smooth freehand curve. Some candidates are plotting against the frequency of each class interval. Learners are expected to perform well as this type of questionappear in the examination papers frequently.,,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,Q2.5 was poorly answered. It would seem that the challenge in this question lies in the reading. Candidates could not interpret ‘eighty’ as 80. Those who overcame this challenge did not indicate on the graph how they arrived at their answer.,,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,Many candidates found Q2.6 to be too wordy and hence very few attempted it. Some of them misunderstood the question and responded with a calculation as the answer instead of an interpretation. 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT 168 SuggesƟons for improvement,,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,"The information in this question was presented diႇerently but it tested familiar concepts. The response from the candidates was therefore surprising. It would seem that if information is presented diႇerently, then candidates do not have a point of reference from which to start answering. Exposing learners to a variety of questions should rectify this shortcoming.",,DBE diagnostic,severe_language,Statistics
2016,2.0,DATA HANDLING,Teachers must use correct statistical vocabulary and terminology. These concepts must be explained in detail before using them in order for learners to relate to them.,,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,"Learners should be taught to identify skewness from a wide variety of contexts and not exclusively through the box-and-whisker diagram. An interesting exercise is to use the ogive to draw a box-and- whisker diagram and from it ascertain the skewness of the data set. In this way, learners would be able to identify skewness in a histogram far more easily.",,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,An ogive is a graphical representation of the cumulative frequency table. It shows the total number of observations in a data set that are less than or equal to the upper boundary for each class interval. Hence we plot against the upper boundary of each class interval. We ground the ogive to indicate that there are no values in the data set that are lower than the lower boundary of the first class interval.,,DBE diagnostic,moderate_language,Statistics
2016,2.0,DATA HANDLING,Learners should be exposed to real life scenarios in Data Handling. Exposure to questions of an interpretive nature cannot be over-emphasised. This should form an integral part of the teaching and learning of this topic. Learners are encouraged to answer diႇerent types of questions in data handling to improve their performance.,,DBE diagnostic,moderate_language,Statistics
2016,3.0,ANALYTICAL GEOMETRY,Most candidates recognised M as the midpoint of AC. Some candidates made errors with the signs in the midpoint formula or they substituted incorrectly into the formula.,,DBE diagnostic,moderate_language,Analytical Geometry
2016,3.0,ANALYTICAL GEOMETRY,"In Q3.2, the common errors were: incorrect formula, swapping the values of x and y and incorrect simplification. For example, p p p mBC 2 1 6 3 6 3 0     . Some candidates stated that the gradient of BC was 2. Whilst this was correct, it was not what the question asked. 169 2016 NATIONAL SENIOR CERTIFICATE - DIAGNOSTIC REPORT",,DBE diagnostic,moderate_language,Analytical Geometry
2016,3.0,ANALYTICAL GEOMETRY,Candidates’ lack of knowledge of the properties of a rectangle resulted in their inability to answer Q3.3 and Q3.4. They could not recall that AD was parallel to BC and hence the gradient of AD was equal to the gradient of BC. Further they did not state why AC and BD were equal in length.,,DBE diagnostic,moderate_language,Analytical Geometry
